CMPT,306,"Game Mechanics","Will cover aspects of game graphics, physics, sound, input, AI and networking at an introductory level. This course is intended to provide a broad basis in computer game-related fields, serving as the primer and providing context for specialized courses in fourth year."
CMPT,317,"Introduction to Artificial Intelligence","A survey of essential Artificial Intelligence techniques and underlying theory. Basic search strategies, including uninformed search, heuristic search, and games. Basic knowledge representation and reasoning, including propositional satisfiability and theorem proving, Bayes rule, and Bayesian networks. Basic machine learning, including k-nearest neighbours, decision trees, neural networks, naive Bayes classifier, k-means."
CMPT,332,"Operating Systems Concepts","An introduction to the principles of modern operating systems. The synchronization and communication of cooperating processes. Process Scheduling. Virtual Memory. File System design and organization. Introduction to distributed systems."
CMPT,340,"Programming Language Paradigms","A comparative study of programming languages and paradigms. Introduction to functional programming languages, such as Haskell; topics include: recursion, higher-order functions, polymorphic types, lazy evaluation. Introduction to logic programming languages, such as Prolog; topics include: unification, backtracking, resolution, non-determinism. An introduction to interpreters, parsers, program transformations, and semantic models."
CMPT,350,"Web Programming","Focuses on the concepts, technologies and tools needed for the development of web-centric applications. Special emphasis will be given to client-server programming, scripting, integration of existing application and high-level networking issues, e.g., use of SOAP."
CMPT,352,"An Introduction of Information Security","Considers various aspects of security in information systems, both networked and non-networked. The challenges are managerial and administrative as well as technical. Students will have the opportunity to research real-world cases and to engage in classroom debates about current information security issues."
CMPT,353,"Full Stack Web Programming","Introduction into full-stack web programming. Basic client-server architecture. HTML & JavaScript. Front-end development frameworks. Databases & Web Storage. Web server platforms. Backenddevelopment platforms. Web Service (SOAP/REST). Web Application Architecture."
CMPT,355,"Theory and Application of Data Bases","Lectures, assignments and projects dealing with the management, storage, and retrieval of large volumes of data. Concentrates on the relational data model, and relational data base management systems. Topics include: temporal data, recovery and concurrency, integrity and security, normalization, and semantic modelling. Additional topics include multimedia databases and other paradigms."
CMPT,360,"Machines and Algorithms","The first part develops and analyzes some standard techniques for algorithm development which are widely applicable to computer science problems. The second part analyzes several formal models of computers so that their capabilities are known."
CMPT,364,"Automata and Formal Languages","Introduces the foundations of Computer Science. The theory of computation is explored through automata and formal languages. In particular, finite automata, grammars, Turing Machines and applications to computer science such as dynamic modeling, computer architecture, lexical analysis and parsing are studied."
CMPT,370,"Intermediate Software Engineering","Principles and techniques for developing software combined with the practical experience of creating a mid-size software system as a member of a software development team. Includes: teamwork; projects, planning and process; users and requirements; use cases; modeling; quality; software architecture; testing; GUI design, design principles, patterns and implementation; ethics; professionalism."
CMPT,371,"Software Management","Covers software management topics in the context of a significant group project. Includes: software process; process improvement; project tracking and metrics; project planning; project and group management; IT enterprise strategy and planning; software configuration management; deployment and maintenance; inspection; testing; verification and validation; and quality assurance."
CMPT,381,"Implementation of Graphical User Interfaces","Advanced introduction to concepts and structures used to develop GUIs in software, focusing on building user interfaces. Covers the fundamentals of GUI toolkits including input, widgets, layout, events, model-view-controller architectures, and two-dimensional graphics."
CMPT,384,"Information Visualization","This course will introduce visualization process for different datasets, design principals, techniques for developing effective visualizations, visualization algorithms and interaction techniques. The course is targeted to students interested in using visualization in their own work, as well as to those who are interested in developing visualization systems. Topics include: data abstractions, visualization process, design principles, visualizations of tabular data, geo-visualizations, cartographic representation, visualization for sets, temporal and hierarchical data (treemaps, radial layouts), network visualizations, visualization algorithms and software, interactions with large datasets, and a brief overview of visual analytics."
CMPT,394,"Simulation Principles","Introduction to the development of logical, numerical and statistical models of systems; deterministic and probabilistic models; Monte Carlo simulations. Basic elements involved in simulation such as entities, attributes, events and time representation. Properties of computer modelling languages; design, development and testing of models."
CMPT,398,"Special Topics","Offered occasionally by visiting faculty and in other special situations to cover, in depth, topics that are not thoroughly covered in regularly offered courses"
CMPT,399,"Special Topics","Offered occasionally by visiting faculty and in other special situations to cover, in depth, topics that are not thoroughly covered in regularly offered courses"
CMPT,400,"Research Topics in Computer Science","Senior students will be introduced to research in an advanced area of computer science under the supervision of a faculty member specializing in the area."
CMPT,401,"Professional Internship I","Internship students register in this zero-credit-unit course for the first four-month installment of the 16 month internship placement. This course is graded on a Pass/Fail basis"
CMPT,402,"Professional Internship II","Internship students register in this zero-credit-unit course for the second four-month installment of the 16 month internship placement. This course is graded on a Pass/Fail basis"
CMPT,403,"Professional Internship III","Internship students register in this zero-credit-unit course for the third four-month installment of the 16 month internship placement. This course is graded on a Pass/Fail basis"
CMPT,404,"Professional Internship IV","Internship students register in this zero-credit-unit course for the last four-month installment of the 16 month internship placement. This course is graded on a Pass/Fail basis"
CMPT,405,"Project Design and Implementation","Senior students apply engineering and scientific methods to develop a major computer system or system component. Students work individually or in teams and are supervised by a faculty member specializing in the area. Students prepare and present interim and final reports on their project"
CMPT,406,"Game Design Workshop","This course will focus on topics of game design, game software engineering, and project management. Students will engage in a significant project in a large team of between 8 and 15 students (common in independent game development studios) and build a game of sufficient sophistication to warrant potential publication on an app or software store. This course is intended as a capstone for the ISD program, but is open to students in other programs also."
CMPT,408,"Ethics and Computer Science","Addresses social, ethical, legal and managerial issues in the application of computer science to the information technology industry. Through seminars and case studies, human issues confronting computer science graduates will be addressed. Topics include managerial and personal ethics, computer security, privacy, software reliability, personal responsibility for the quality of work, intellectual property, environment and health concerns, and fairness in the workplace."
CMPT,412,"Social Computing and Participative Web 2.0","Will cover a variety of topics related to the emerging area of Social Computing and Participative Web. It will discuss theories, technologies and human issues of Web 2.0: how people network online, what communities they form, why they participate and contribute, and how to design infrastructures for successful online communities."
CMPT,423,"Machine Learning","A survey of Machine Learning techniques, their underlying theory, and their application to realistic data. Machine learning techniques may include Neural Networks, Support Vector Machines, Bayesian networks, Hidden Markov Models, Particle Filtering; Expectation-Maximization; Sampling; Evaluation methodologies; Over-fitting and Regularization. Software tools will be introduced for practical application."
CMPT,432,"Advanced Operating Systems Concepts","An advanced look at the principles of modern operating systems. The process and the kernel, communication between processes, interrupt handling in the kernel. Message passing and synchronization primitives and their implementation. Implementation of Virtual memory and file systems. Device drivers and I/O."
CMPT,433,"System and Network Administration","The deployment and maintenance of modern computer systems. Topics to be covered include architectures, heterogeneous systems, authentication and security, network services including firewalls, storage services, performance analysis and tuning, management and configuration of services and system resources, system initialization, drivers, cross-platform services, policies and procedures."
CMPT,434,"Computer Networks","The principles and practice of computer networking, focusing on the Internet and its structure, protocols, and applications. Topics include network applications and programming, reliable data transfer, flow and congestion control, routing, multimedia networking, local area networks, security, and network management."
CMPT,435,"Foundations of Concurrent Programming","Theory and practice of concurrent programming. Process interaction using shared variables and message passing; parallel computing; development of correct programs; general problem solving techniques; scientific computing; distributed programming."
CMPT,436,"Mobile and Cloud Computing","Investigates the problems and possible approaches for enabling mobile and cloud computing. After a brief discussion of the basic problems in developing applications for the field, the class will focus on technologies such as RPC, RMI/Remoting, Web Services (SOAP/REST) and cloud platforms like IaaS, PaaS and SaaS."
CMPT,438,"Introduction to Computer Security","Computer security is an essential requirement of any software system. This course covers the fundamental principles, mechanisms and models of security. More specifically, the course introduces students to security management, defense, and exploitation techniques including but limited to vulnerability assessment, access control, cryptography, intrusion detection, malicious software. The course assesses current security threats and gives students a hands-on experience with basic security strategies."
CMPT,440,"Advanced Topics in Programmin Languages","Advanced topics in programming languages will be selected from: programming language design, programming language semantics, code optimization, memory management, garbage collection, closures, functional programming, logic programming, aspect-orient programming, concurrent programming, history of programming languages, advanced programming language features and their implementation, polymorphic type systems, domain specific languages."
CMPT,442,"Compiler Design and Implementation","Introduction to the systematic construction of a compiler: context-free and regular grammars, scanners, attribute grammars, parsing, syntax trees, runtime organization, symbol tables, internal representations, compile-time error handling, semantic analysis, storage allocation, code generation, linking, byte code, interpreters. Students will use compiler construction tools in a term project."
CMPT,463,"Advanced Algorithms","A continuation of the algorithms part of CMPT 360. Some of the algorithm techniques include: augmenting algorithms for network flows, matching and graph connectivity, geometric algorithms for nearest neighbour, intersection problems, and convex hull, parallel and distributed algorithms."
CMPT,470,"Advanced Software Engineering","Covers advanced software engineering principles and techniques. Includes: software architecture; software evolution; reverse engineering; design recovery; refactoring; software comprehension; software analysis; domain specific techniques; requirements and specification; advanced design and modeling techniques; formal methods; and the business of software."
CMPT,479,"Usability Engineering","This course presents a requirements engineering (RE) approach to usability engineering (UE) by providing in depth coverage of Usability Centered Development (UCD). UE and UCD provide a structured approach to developing usable user interface designs. UE helps integrate human-computer interaction (HCI) requirements and design approaches within development projects managed by software engineering (SE) methodologies."
CMPT,480,"Accessible Computing","Investigates accessibility issues and features relating to the analysis and design of computing applications. It introduces major sources of information on accessible computing and works towards developing a comprehensive strategy for improving the accessibility of computing applications."
CMPT,481,"Human Computer Interaction","Fundamental theory and practice in the design, implementation, and evaluation of human-computer interfaces. Topics include: principles of design, usability engineering, methods for evaluating interfaces with or without user involvement, techniques for prototyping and implementing graphical user interfaces."
CMPT,484,"Graph Drawing and Network Visualization Network Visualization","This course will introduce mathematical models of networks, analysis of network structure, and visualization process for real-life network datasets. The course will put a special focus on graph drawing, which contains the algorithmic core for network analysis and visualization, and present how an abstract graph layout can be used to create effective visualizations for real-life networks. The content of this course will draw examples from many applied areas such as social sciences, computational biology, communication networks, VLSI circuits, and software engineering. The course is targeted to students interested in network analysis, as well as in visual analytics of network data. Topics include: Combinatorial analysis of graphs, common graph drawing algorithms, network visualization aesthetics, structural analysis of networks, an overview of network analysis tools and software, visualization of geospatial and dynamic networks, layered visualization of large networks, information propagation on a network, user interactions, and case studies from different practical domains."
CMPT,485,"Computer Graphics and Animation","Advanced topics in computer graphics, concentrating on image formation and modelling issues. The implications of the data-driven approach to computer graphics. Simulation and non-parametric methods contrasted. The course will involve a project investigating and implementing some current algorithms from the literature."
CMPT,487,"Image Processing and Computer Vision","Presents the fundamentals of theory and practice of image processing and computer vision. A range of topics are presented covering the phases of a typical image processing and computer vision pipeline: image preprocessing, image segmentation, region description, and classification/decision-making. Theory is practiced through computer programming assignments using a modern image processing library. Students completing this course can expect to be able to solve image processing and computer vision problems of up to moderate difficulty that increasingly arise across a wide range of disciplines and application areas."
CMPT,489,"Deep Learning and Applications","A survey of Deep Learning techniques and their application to problems in computer vision and data science. Deep learning techniques may include Deep Neural Networks, Convolutional Neural Networks, Recurrent Networks, Deep Generative Models and Reinforcement Learning. Application domains will focus on computer vision problems, including image classification, object detection and image segmentation. Additional application domains in natural language processing and robotics control will be introduced. Software tools will be introduced for practical application."
CMPT,498,"Special Topics","Offered occasionally by visiting faculty and in other special situations to cover, in depth, topics that are not thoroughly covered in regularly offered courses."
CMPT,499,"Special Topics","Offered occasionally by visiting faculty and in other special situations to cover, in depth, topics that are not thoroughly covered in regularly offered courses."
CMPT,810,Algorithms,"Advanced design and analysis of algorithms. Includes pattern matching in strings, augmenting algorithms on graphs (including network flows, connectivity, and matching), computational geometry (including convex hulls, Voronoi diagrams, intersection problems, and planar point location), parallel algorithms for shared memory and interconnection network models, and distributed algorithms."
CMPT,811,"Advanced Human Computer Interaction","Fundamental theory in the design, implementation, and evaluation of human-computer interfaces, and understanding of the research issues underlying interaction. Topics include: general principles of design, the design of evaluation techniques, methods for prototyping and implementing graphical user interfaces, and theoretical issues underlying user input, representation, and visualization."
CMPT,815,"Computer Systems and Performance Evaluation","Provides a comprehensive overview of the quantitative aspects of computer systems with a particular focus on performance evaluation. Topics include performance measurement, the analysis and interpretation of measurement data, workload characterization and modeling, the design and evaluation of performance experiments, and the design and application of analytical techniques. A variety of application domains will be considered."
CMPT,816,"Advanced Software Engineering","Concerns the major practical and theoretical concepts used in building large-scale software systems. Emphasizes current software development methodologies and tool support that accompanies the methodologies. The areas of software development that will be emphasized are: requirements definition and analysis; system design; and implementation and testing."
CMPT,817,"Usability Engineering","Is a structured approach to developing usable interface designs. The course helps integrate human-computer interaction (HCI) requirements and design approaches within development projects managed by software engineering (SE) methodologies. The course also presents a requirements engineering (RE) approach to usability engineering by providing in-depth coverage of the Putting Usability First development methodology."
CMPT,819,"Advanced Image Processing and Computer Vision","Presents the fundamentals of theory and practice of image processing and computer vision. A range of topics are presented covering the phases of a typical image processing and computer vision pipeline: image preprocessing, image segmentation, region description, and classification/decision-making. Theory is practiced through computer programming assignments using a modern image processing library, and a course project. Students completing this course can expect to be able to solve image processing and computer vision problems of up to moderate difficulty that increasingly arise across a wide range of disciplines and application areas."
CMPT,820,"Topics in Learning and Intelligent Systems","This course explores advanced techniques for management and analysis of data in unstructured application environments. Techniques covered may be chosen from the following: Bayesian modelling, data conditioning, machine learning (Bayesian inference, neural networks, decision trees, classifiers), user interface agents, and other similar techniques in the AI research literature as appropriate."
CMPT,821,"Advanced Topics in Programmin Languages","Advanced topics in programming languages will be selected from: programming language design, programming languages semantics, code optimization, memory management, garbage collection, closures, functional programming, logic programming, aspect-oriented programming, concurrent programming, history of programming languages, advanced programming language features and their implementation, polymorphic type systems, domain specific languages."
CMPT,823,Compilers,"The definition and classification of formal grammars. A discussion of regular and context-free grammars with their relationships to automata. Precedence, operator precedence, LR(k) and LALR(k) grammars with their associated syntactic analyzers, symbol table techniques, intermediate forms of source programs, run-time organization, code generation and optimization. Interpreters and their relation to the compilation process. Introduces translator writing systems and compiler-compilers."
CMPT,824,"Graph Drawing and Network Visualization","This course will introduce mathematical models and analysis of graphs to visualize real-life network datasets. The course will put a special focus on the algorithmic core for network visualization. The students interested in network layout, analysis, and visual analytics of networks will be benefited from this course."
CMPT,826,"Data and Process Modeling Analytics","Topics may be chosen from the following: collection; dimensional modelling; warehousing; evaluating, enhancing and protecting the value of information; system architectures for data management and manipulation; data mining; advanced querying; deployment in scientific and commercial applications."
CMPT,829,"Computer Graphics","An introduction to computer graphics that includes real-time and off-line realistic image synthesis techniques, and basic animation techniques such as key framing and physics-based methods. Programmable raster graphics, ray tracing and efficient data structures for both are also introduced."
CMPT,830,"Bioinformatics and Computational Biology","Provides an in-depth algorithms-based introduction to major concepts and techniques in bioinformatics. Topics include algorithms for structure prediction and similarity, sequence similarity and alignment, metabolic and regulatory pathways, sequence assembly, comparative genomics, expression analysis, database searching, artificial life and biological computation."
CMPT,832,"Advanced Operating Systems","An advanced look at the principles of modern operating systems. The process and the kernel, communication between processes, interrupt handling in the kernel. Message passing and synchronization primitives and their implementation. Implementation of virtual memory and file systems. Device drivers and I/O."
CMPT,835,"Foundations of Concurrent Programming","Theory and practice of concurrent programming. Process interaction using shared variables and message passing; parallel computing; development of correct programs; general problem solving techniques; scientific computing; distributed programming."
CMPT,840,"Accessible Computing","Investigates accessibility issues and features relating to the analysis and design of computing applications. It introduces major sources of information on accessible computing and works towards developing a comprehensive strategy for improving the accessibility of computing applications."
CMPT,842,"Mobile and Cloud Computing","After a brief discussion of the basic problems in developing applications for mobile and ubiquitous computing, the class will focus on the use of languages (e.g., Java, C#) and middleware (e.g., CORBA, SOAP, WebServices and RMI) for developing mobile and cloud applications."
CMPT,846,"Software Maintenance and Evolution","This course aims to make students aware of the challenges inherent in the maintenance and evolution of software systems, and to provide a working understanding of some of the techniques and best practices currently in use for changing software safely, efficiently and in a cost effective way during the evolution."
CMPT,851,"Parallel Programming for Scientific Computing","Despite the advances in computing technology, we continue to need greater computing power to address important scientific questions. Because individual processors have reached their performance limits, the need for greater computing power can only be met through parallel computers. This course is intended for students interested in taking advantage of parallel and distributed computing by writing parallel code for processor-intensive applications to be run on clusters, the cloud, or shared infrastructure such as that provided by Compute Canada. The objectives of this course are to give the students an understanding of how they can use parallel computing in their research and enable them to write parallel code for their applications. Extensive use of practical examples from scientific computing will be made. The programming languages used will be Matlab and Fortran or C. Both the shared and distributed paradigms of parallel computing will be covered via the OpenMP and MPI libraries."
CMPT,856,"Topics in Software Engineering","Concerned with tools, methods, methodologies, and standards in the software engineering of conventional information systems, hypermedia and multimedia systems, and knowledge-based systems. Topics are to be selected from the following: requirements specification methodologies, object oriented design; process modeling; CASE environments and standards; software testing, validation, metrics and quality assurance; reverse engineering; shells for knowledge-based systems; second generation expert systems; knowledge acquisition; and human-computer interfaces."
CMPT,857,"Readings in Bioinformatics","Reviews and discusses recent advances and issues in Bioinformatics through paper presentation by students. Topics will range from computational biology to artificial life and biological computation. Students will be evaluated based on their presentations and participation, as well as a small project."
CMPT,858,"Topics in Modeling and Operations Research","In-depth coverage of recent research areas from Operations Research, and applications to system modeling. Advanced topics from mathematical programming, queuing theory, inventory control, simulation, Markov modeling, and simulation."
CMPT,865,"Advanced Parallel and Distributed Systems","Concerns selected design issues in distributed and parallel computer systems, particularly those most relevant to the goal of achieving high performance. In the parallel systems areas, such design issues arise in operating systems, run-time support software, compilers, and architecture. Topics concerning distributed systems may include interprocess communications, file systems, and load sharing, with emphasis on support for advanced parallel or multimedia applications."
CMPT,866,"Topics in Human Computer Interactions","Topics studied may include the analysis and design of human-computer interaction, user interface objects and tool kits, intelligent user interfaces and user modeling, adaptive system design, human-computer interaction standards, and computers in society."
CMPT,867,"Affective Computing","Affective Computing is computing that relates to, arises from, or deliberately influences emotion. In this course, we focus on computational methods for sensing user emotion, approaches for adapting computer systems based on emotional state, and human-computer interfaces for expressing emotion."
CMPT,868,"Social Computing","Covers a variety of topics related to the emerging area of Social Computing and Participative Web. It will discuss theories, technologies and human issues of Web 2.0: how people network online, what networks and communities they form, why they participate and contribute, and how to design infrastructures for successful social applications."
CMPT,873,"Adaptive Systems and Personalization","Research issues in adaptive systems are examined, including: user modelling, cognitive diagnosis, data mining, representations of context and affect, personal agents, collaborative filtering, group modelling, scrutability, and privacy. Issues will be explored in the context of applications such as e-learning, e-commerce, adaptive hypermedia, information systems, and recommender systems."
CMPT,874,"Construction of Computational Casual Models","A mathematical language for causation and its relation to probability. Philosophical background. Pearl's causal variables, SGS models, and construction of models from data. Shafer's Causal events. Perception of causality from Michotte to the present. The metaphysics of Cheng models and their application. Actual causation. Visualizing causal models."
CMPT,876,"Image and Animation Synthesis","An advanced course in computer graphics, concentrating on techniques for synthesizing images and animations. Physical simulation for animation. Procedural modeling and texture synthesis. Data-driven computer graphics, including motion capture, image-based rendering and model acquisition. Further alternatives to traditional image formation methods, such as non-photorealistic rendering and point-based rendering."
CMPT,880,"Research Methods and Topics I","An introduction to research methods and research topics in computer science. Selected topics are researched under the direct supervision of faculty members, and reports on the outcome of this research are given in both oral presentations and in written papers. Required of all students in the M.Sc. program."
CMPT,890,"Research Methods and Topics II","Research methods and research topics in computer science. Selected topics are researched under the direct supervision of faculty members, and reports on the outcome of this research are given in both oral presentations and in written papers. Topics are more difficult than in CMPT 880 and more in-depth research is expected. Required of all students in the Ph.D. program."
CMPT,898,"Special Topics","Offered occasionally by visiting faculty and in other special situations. Students interested in these courses should contact the department for more information."
CMPT,899,"Special Topics","Offered occasionally by visiting faculty and in other special situations. Students interested in these courses should contact the department for more information."
CMPT,910,"Research Internship","A student makes full-time formal or practical contributions to a research program in an unfamiliar environment. This course may be taken by a student from another institution working here, or by students from this institution working in an industrial or academic research program"
CMPT,990,"N/A: Seminar","All graduate students are required to register and regularly attend and participate in the department seminar series throughout their period of residence. Ph.D. students are required to present a seminar based on their own research."
CMPT,992,"Research Project","This course is a supervised graduate project in Computer Science. It is available only to students from other universities who are completing part of their program requirements at the U of S. There is no Project Option available for the University of Saskatchewan graduate programs in Computer Science."
CMPT,994,"N/A: Research","Students writing a Ph.D. thesis must register for this course."
CMPT,996,"N/A: Research","Students writing a Ph.D. thesis must register for this course."
INDG,107,"Introduction to Canadian Indigenous Studies","This course aims to develop critical reading, writing, and thinking skills and provide the background necessary for advanced Indigenous Studies courses. Through course lectures and seminar discussions this course presents an overview of Aboriginal societies across Saskatchewan and Canada by linking processes of the past with contemporary issues."
INDG,201,"Introduction to the Health and Well Being of Indigenous Peoples","This course introduces students to the broad issues relating to Indigenous People’s Health & Well-Being in Canada and internationally through a decolonizing lens. It will cover foundational historical, political, social, economic, cultural and contemporary determinants of health. These will include, but are not limited to, issues relating to treaties & health, Indigenous health traditions of healing and care, Indigenous cultural values on health & well-being, traditional medicines, colonialism and decolonization, Indigenous health status, Indigenous health services, impacts of social determinants of health, mental health issues including intergenerational trauma, environment related issues of food, water security and climate change, and impacts of Indigenous social movements, international cooperation, UNDRIP and TRC, and emerging Indigenous health research."
INDG,210,"Indigenous Ways of Knowing","This course introduces students to the rich and complex natures, forms and diversities of Indigenous Knowledge in comparative and local contexts. The focus will be on the relevance of local/traditional/Indigenous knowledge to decolonization, environmental sustainability, and self-governance."
INDG,212,"Nehiyaw Tapsinowin Cree Cultural Histories","This is an introductory survey course of Cree cultural histories in North America with emphasis on Cree societies, experiences, resiliency strategies, and perspectives in present-day Saskatchewan. It will provide deeper insights into Cree history and life, knowledge translation, nihiyawéwin (Cree language, Cree speaking), the historical roots of contemporary issues, community engagement and research. Students will have the opportunity to work with Elders on research projects and gain experiential knowledge through participation in Cree social and cultural activities."
INDG,214,"Saulteaux Cultural Expressions","This course aims to develop a critical awareness of the regeneration of Saulteaux values as evidenced in ethnohistory, language, literature and oral tradition. Students will gain familiarity with linguistic features of the language, the history of Saulteaux First Nations in Saskatchewan, and commonalities with other regional contexts and dialects of Anishinaabe. Students will relate historical and cultural information to the contemporary context. Elder’s teachings will comprise a significant portion of course instruction. Format will be lectures, Elder's discourse, readings, guest speakers, film, research and reflective writing."
INDG,215,"Metis Political and Poetic Writing","Through lectures, readings, seminar workshops and research, students will examine Métis writing for political and poetic themes such as identity, sovereignty, government relations, Indigenous rhetoric, identity, and worldview. The course will draw upon examples of historic and contemporary writing from speeches, essays, poetry, biography, novels, correspondence, songs, plays, and writing in public spaces."
INDG,220,"Aboriginal Rights and the Courts","This course will review the major court decisions rendered by the Supreme Court of Canada, U.S. Supreme Court, various provincial courts, and other tribunals that have shaped the scope of Aboriginal rights in Canada. In addition, the course will examine the role that Indigenous Studies scholars can play in court proceedings."
INDG,221,"Indigenous Food Sovereignty","Examines issues around Indigenous foods looking at contributions, impacts and threats within a local and global context. Historically many of the world's foods originate and have been adapted by Indigenous peoples and were the basis for thriving local economies. Modern developments are having major social, cultural and health impacts on Indigenous communities. This course will examine some of those impacts and what Indigenous peoples and their allies are doing to restore and preserve local economies."
INDG,230,"Gender in Traditional and Contemporary Indigenous Societies","This course focuses on a wide range of Indigenous gender issues and provides valuable information about past and current Indigenous male and female gender roles. Emphasis is placed on the historical context as a means of understanding the effects of colonialism, sexism, and racism on the lived experiences of Indigenous men and women. Current theories and methodologies of Indigenous feminism will be explored."
INDG,241,"Weaving Indigenous Science and Western Science","What is science? Is Indigenous knowledge scientific knowledge? These and related questions are addressed in this course through an exploration of Indigenous and Western scientific ways of understanding nature and the universe. The course is designed to develop students' scientific literacy and cultural competence, providing a foundation for future learning and/or work with science and Indigenous peoples. Special attention will be paid to the ways that these knowledge systems situate humans in relation to the natural world. This class uses online learning; readings; classroom discussions; field experiences; and visits with Elders, scientists, and knowledge keepers to explore the tensions, complementarities, and combined possibilities of Indigenous and Western science."
INDG,252,"Introduction to Indigenous Studies Research Methods","This course develops student understandings of research methodologies, concepts and practices in Indigenous Studies. It will introduce students to qualitative and quantitative research methods including Indigenous research methodologies, methods and techniques. It provides students with research knowledge, skills and tools for performing research in Indigenous communities."
INDG,255,"Cultural Survival of Aboriginal Family","Studies the adaptations and persistence of family as the fundamental unit of social and political organization of Aboriginal society from mid-19th century to the present. Topics to be considered are kinship, marriage, birth culture, child rearing, rites of passage, education, and interface with Canadian institutions and mainstream cultural expectations. Format is lectures, readings, seminars, guest speakers, film and research."
INDG,256,"A Critical Survey of the History of Indigenous Child Welfare in Canada","This course will examine the development and practice of Aboriginal Child Welfare in Canada from historic to contemporary times. Within a framework of examining the issue of Aboriginal control of child welfare as a right within the inherent right of self-government, major themes and concepts to be explored will include the “best interests of the child and Western liberal individual rights principles,” “rights of the First Nations child,” “over-representation” issues and challenges faced by First Nations controlled Family and Child Services. Additional areas of “child welfare” will also be examined. It will also consider critical/Indigenous perspective related to central themes, discourses and concepts within Aboriginal Child Welfare policy and practice. The course format includes lectures, readings, case studies, guest speakers, film and research."
